(3582b047-4d6f-416f-967d-dbdf2c87d2ef,51);37.32115425024335;43.67434133791687;Deserunt corporis ut.;(6f21c2ee-4819-4273-a399-9b142890ae45,46,(c34845ab-61bc-489d-8fb4-bdfc57452f67,67));2022-04-06;39;23;3
(ac4d597c-4f80-45eb-a4be-f71221ecaa42,10);40.439692951211015;98.50206149371638;Et tenetur porro voluptate voluptate vel ratione.;(5ee1c57b-5d61-4b27-ba91-252f97c34010,76,(05b2fcfa-0642-43c9-aa2f-b272745c17cb,90));2022-04-06;70;20;8
(ad11b174-402e-4fd5-828b-1e8805930b09,4);-78.15939582274444;-67.01509943441916;Magni eum deserunt totam recusandae.;(99fed62f-7d69-462d-84c5-530d5bff29f2,67,(274f043e-2c33-4e85-b443-92e4e04291d5,19));2022-04-06;98;19;11
(80c01f5b-fd48-456f-869b-90064d71a80e,26);29.048990279947475;-8.989683195126418;Quaerat mollitia facere a eius et.;(09848657-ebc3-4b57-a279-267308d51007,72,(e862c9fc-879a-416f-8713-db2033a99e5f,50));2022-04-06;80;24;18
(a192d735-724a-4a4c-a711-baa5ddb2345d,25);54.27285017440775;143.76662773011475;Commodi in et praesentium cum voluptatem voluptatem.;(e97ecad7-dad0-464a-8a7e-58b2aa253a62,65,(ab50969c-fa79-4fcc-af85-24d99526d0f0,53));2022-04-06;68;28;0
(7c79c9b3-628a-4665-9e78-e699d302beb1,54);32.338108751873634;150.89203379008546;Placeat consectetur cumque quibusdam est fuga.;(af307f99-b107-4178-b433-08d24530472d,18,(aaa3ca13-c106-46d6-b31b-3375aaec325b,7));2022-04-06;58;12;0
(a4800b85-fe07-45c5-9148-b61f459bc320,3);25.519914225474793;6.524132808243223;Et soluta cum.;(714177b6-8267-4def-828b-d2175e16411f,79,(64f15171-64a8-4f47-82b4-73f72dde9596,69));2022-04-06;58;12;9
(499e7007-bd04-4a08-a1b5-82fa5db9e116,47);-49.023073189241565;-71.89197664386666;Delectus aut omnis tempore qui est voluptas.;(b5f082a0-3b02-40cc-89bf-901213787d3f,83,(00a2ac4e-2d31-4d9c-b22c-bf074041d5ed,31));2022-04-06;62;13;7
(97292e90-2822-4d2a-bae1-f53b5034599a,44);11.171056041581664;118.15385282800236;Id temporibus non deleniti possimus repellat.;(e52bedda-eddd-40f1-9ea3-5aa6d01ca7f0,21,(a025ce63-2efe-48a4-93b1-14a483d9b507,17));2022-04-06;32;22;15
(2a3e94a2-64ec-4354-8f8b-d93248385c8f,75);74.84192246777309;156.30268589273874;Dolor id est ad magnam eum.;(e91ec01d-c9e1-4981-8015-4698984037ff,34,(dc897a95-af51-45a9-9bb2-c02d978c34af,6));2022-04-06;49;29;3
(07b07773-87a8-4a7f-bb7c-fd2d4377c23d,29);6.047475260379841;-128.96402807775823;Assumenda quia alias delectus sed.;(0004cff3-e843-4ae5-bc26-9441c80c46c0,10,(c0ccb73b-c8e2-47b2-b48a-11d44aa903dc,21));2022-04-06;67;19;0
(f0639a8b-9b9b-4dd2-a5fd-579c5a5bd428,4);50.12924240929945;-151.1696352957344;Libero voluptatem et vel aspernatur autem.;(276395ea-5c1a-4d6a-9a94-631c0a720138,97,(28a43819-4a4f-475a-829d-2f9078b74040,9));2022-04-06;69;17;11
(c28fd05d-852c-43c3-9085-dd58c38ddbc8,33);30.997407659645077;-46.946517276918286;Nulla sint soluta perspiciatis commodi animi qui.;(5341328c-7f85-495f-af96-f6dddfa58e55,3,(9baf5a25-8b99-4662-9854-3b54dcc70278,8));2022-04-06;84;10;0
(6390c103-ed7f-4563-bf59-520002e3a78e,82);-43.45449255779208;133.92276714260413;Quisquam voluptatibus pariatur.;(80e0b765-4e3c-4284-bb89-cfd746d60841,26,(acf9c5a9-453b-4592-a349-3901c889620f,61));2022-04-06;54;16;16
(7a3dc53c-279f-4910-9762-d357f46fcb2b,32);27.295554628773203;82.649146827131;Ut consequuntur quae temporibus recusandae distinctio.;(9c5ef420-9905-4183-9c41-949258fc8a56,71,(28571358-34ea-40f7-933c-b03154fed3c5,34));2022-04-06;30;26;1
(d64ea214-4252-45ab-9bc3-91cb2dd26327,59);-9.50381297518254;47.95116416719159;Sit autem sed ut unde quod rerum ut.;(fc22eb53-dbdc-4641-ae2d-05e8237cbb6a,48,(2a61b09e-3af9-418f-b7f9-e17091115ef4,50));2022-04-06;66;27;7
(746b8ab5-fe12-4dd9-9461-6b1fa47dd753,55);75.87506522313188;-179.98033154718934;Ut occaecati pariatur maxime accusamus ut.;(8505a952-9fab-4b1b-ab46-0d5ef15ffd8e,47,(5acf6077-8b0b-405a-9242-f0c00d0bfdb1,48));2022-04-06;15;12;15
(4a0ffed5-7263-429f-accd-4aaf6ca0ed84,96);36.00565244024024;168.26924626825127;Qui incidunt corrupti voluptatem iste quasi voluptatem sunt.;(d0d29b71-e0bd-4291-bc78-4f76c6d46d69,16,(aa495bae-c8e8-4d7b-babb-e893e0101c05,71));2022-04-06;62;23;6
(bc943a5b-b35b-4e49-b65f-6d6b326aaa33,20);81.83862483498714;-35.01701333733803;Omnis voluptatem aut sint.;(4d97a39c-2248-4e7c-adb3-55eeb2945112,8,(08bad219-b7bc-4ce5-b742-70578a173a41,68));2022-04-06;92;17;5
(71abd7b9-aac7-4126-9453-d0a602a4f476,44);44.98203933266092;-172.67786952347885;Quo dolore doloribus.;(0fc0c840-49d3-41a0-965f-5c16ea7dcb3d,79,(8988ea3a-8794-4853-aa27-2a1f91f92af2,92));2022-04-06;72;21;11
(d11785f5-607c-4356-8797-7a7378c3a859,53);-16.874136963692862;30.657440099104036;Repudiandae provident possimus atque velit sit molestiae est.;(2b168259-f3c1-4740-b2ff-177cd40fd20d,67,(72047de5-944a-46ac-b0af-483d9478333f,23));2022-04-06;53;17;16
(4201ec37-48db-4d72-9f01-1bae90cc297d,30);-70.90290128154534;128.9479454141931;Explicabo animi fugiat aliquam earum atque et aliquid.;(22abb24a-8566-4be3-b2d0-48ed3f4c974f,34,(8c97de25-9421-481a-84bd-d729257a9cca,47));2022-04-06;23;30;8
(bb4bb4c7-3b60-4566-86de-4eba927a4d24,57);45.13482196211956;-117.30539939293563;At assumenda aliquid.;(e2ee1bee-9085-447b-b0b2-125c82ea2cb8,10,(f0df056b-c552-461c-ad87-6d20b98022d6,95));2022-04-06;44;29;0
(5695398f-2571-42b6-8749-99f9ff6b6a3a,48);-18.34167885479205;-34.596059975830855;Doloribus est et ipsam voluptates.;(207d0da5-ef1e-4682-aeb4-686baa7f9a99,67,(90e9d38a-23da-4070-bf90-6cde342bb1de,54));2022-04-06;22;14;15
(29b706dd-011e-4359-b9b9-55a6b1b3ce0e,95);-67.96397329137906;-76.76532530234209;A vitae accusamus debitis nihil sint.;(9f84b1dc-efcb-43ae-be2e-46ae99e6d062,27,(ce75bfb4-0620-40ee-9b54-e4277b25b0d1,68));2022-04-06;34;14;12
(d1b7c16c-d127-47ee-b5b1-0cd2eb971791,77);36.72842525849336;-50.27677489598821;Nulla nihil facilis nemo optio quaerat.;(35146d66-a0da-4bdd-aaa1-eb9906918344,10,(d833b8fa-ee49-4592-86bd-3f12a9612be2,57));2022-04-06;86;23;10
(c6113489-6cd1-45a6-81cb-d9db1060a8f4,57);68.31577112178576;-166.31163696320453;Reprehenderit ut sapiente.;(f0f4e363-b775-4142-a421-71755323fcad,21,(a816825e-b2a2-4e6b-9f08-24f0db0a8fef,66));2022-04-06;23;20;8
(3b7c64c6-3eb4-48d2-9369-dff8aacaa015,84);2.2382577397015524;0.3230943752713529;Nam enim incidunt error ea velit a quod.;(2d569488-391a-4d1e-86f9-654c93f68fa1,97,(4900a9b4-cff0-4131-bb17-a235e0aa301f,19));2022-04-06;15;14;13
(3f7eadca-05d9-4c5d-ad8b-3db09cf5e7fd,43);26.20113497261312;57.78176961456228;Et eum odit veritatis.;(c880ef2e-0aaf-4adf-8850-a8e3e9decb19,6,(3f4c0b36-7c9f-4fc4-8b09-89caa4143c54,56));2022-04-06;18;19;10
(8499a5b8-c21c-4f4b-b5eb-d1edf5107baf,71);12.227922237496315;-179.53155538302536;Vitae excepturi quia dolor.;(051898d3-9a35-4c96-8546-7c1c1a6d8600,16,(d10b5b4f-e9ea-4961-b23f-23e866f134dc,44));2022-04-06;33;25;14
(130f7993-3aa7-40f3-8b9a-645cf3ddd0a3,50);20.6041644558817;-110.34574477239303;Ut officia aut enim perspiciatis vel veritatis praesentium.;(8e56677a-5557-46f1-9f95-57e0871a119b,37,(92320a9c-2695-48f3-9aaa-33aea7ec5f8c,91));2022-04-06;61;17;1
(fa1a26f3-b6a2-4e99-b3dc-f324865755fb,76);38.647337604780006;48.70544365655962;Rerum autem fugit maxime nihil.;(2dc83a3e-f617-4fb3-a311-7e93c743c2be,4,(a2a5a485-195e-4754-8e09-be17901a81cb,16));2022-04-06;80;25;9
(d9ac7e3f-cae6-4aaf-8898-a569665c74ec,48);-54.06433289388608;-15.656739908497002;Necessitatibus in et ea.;(50a602c9-eb0b-49aa-bf15-185cbeaceebc,76,(8c685086-c889-4629-9631-92b13b89edd5,21));2022-04-06;47;10;4
(a3c58d08-4b54-4f77-86ff-bfb2d8139604,59);-72.18800829835334;-178.3995918285404;Quia provident vero.;(2770399e-c4c9-4918-a09a-c73bfa12eae9,25,(912d5511-4d80-4459-bbac-564b8345e20b,19));2022-04-06;53;30;3
(085064e8-c041-404e-9b1c-1aff2ee6ff46,44);70.09152664952319;-29.51839848100329;Qui non dicta et facere neque magnam.;(39255635-3478-4c77-afdd-d77d65e23c2a,96,(398e8320-9ec9-45ac-8b47-631345f91778,45));2022-04-06;70;15;13
(4a660420-1c9b-40eb-99b2-17f62eab7d1c,21);-2.761900808302059;81.2217839668246;Vero voluptatem ut.;(01b1ee72-123a-44fc-b403-ba9ede1ea9a0,52,(30b0e446-2f52-4b14-b582-61304e660b54,16));2022-04-06;80;14;4
(fce0ac6c-3c75-4174-bd0e-2745c7a2824d,7);-61.98040189397764;166.92166164686063;Nisi molestias qui aut.;(41038335-3417-4201-8be4-95c0e8ac620d,14,(10f56025-456a-460e-a547-274f817a5881,4));2022-04-06;47;13;11
(69c97b32-7706-4d9f-83f9-31ed9bbc1af6,54);-18.04359456490387;100.60749257130783;Velit et adipisci.;(223c9061-c5f2-4e99-9afb-234f43377432,63,(675f1d83-2570-469b-8e27-f564af46a63a,85));2022-04-06;45;19;2
(c0906244-6055-4b43-9686-5b76c292dde3,78);-68.75579662968656;76.31309140181935;Aliquam ut dolores aut voluptatem ut.;(6a55a4cc-af3b-4e1e-81c7-bcab0f40be89,60,(fa912cad-604a-43e5-9f3d-9b5e133a7ba0,89));2022-04-06;86;20;5
(de094703-3b2d-4d27-bcb8-d5c1387bd9b8,37);-70.44334142002259;145.7225613892184;Nam qui laboriosam optio quo ea ut eos.;(13691497-7872-4362-879d-763ba227feea,9,(e98dd2af-ceac-4a9a-8c8e-b28f8ba55e67,94));2022-04-06;64;30;15
(8f58f024-fb42-4669-bac7-26a3202c4539,43);62.6269438414061;45.20938617839883;Adipisci dolor sapiente expedita veniam et quaerat dicta.;(f2ef0b40-06e1-4bca-a9d6-ee5baaecd781,60,(117de6be-a88f-4db3-8e9d-1c3dc7517e1c,81));2022-04-06;49;24;3
(60f2ceb6-7011-4cd4-b94c-de013d23e034,36);27.926458894431164;-75.88827158773378;Ut dolores quod debitis.;(c4dfde2c-b623-4113-8b4a-f35e766a78cf,83,(d9ff56e3-1ab6-4c71-b80e-f923d25cef82,12));2022-04-06;15;13;14
(0f9bb0d6-4179-4aff-bfb7-837f0bdd7c11,66);80.27657338341726;122.79405855585202;Consequatur ea voluptatem ab dolor.;(87eecf69-709d-4443-b6e8-fa3b66ac5889,75,(0c1aa2a9-4ca1-4d35-b556-24ce29908224,47));2022-04-06;40;15;6
(e009d595-6c3b-4469-aa15-c4dbabe1ff07,56);-78.3413044717524;-20.526043947842027;Consectetur optio voluptatibus eveniet omnis numquam voluptatem nisi.;(ed6f3a68-b68a-457d-8768-268202c16c0e,86,(f04c9a6d-63fc-4e0d-acee-67b5da270e0c,45));2022-04-06;43;21;5
(d907c55c-03ce-4d17-91a7-8780e89a8bd8,20);-89.10287373655746;-61.31096563449171;Iusto non corrupti mollitia minima quis molestiae.;(f402eeac-4c5c-400b-a1f1-a34f46de99b1,12,(dca3e2e5-d0cf-428c-8375-b0c6c05e151b,14));2022-04-06;75;16;18
(75856ff0-1fb7-40ce-8087-8a3cb6286de9,17);23.43144748875855;-133.73842498624524;In debitis magnam sunt est et facere.;(0b97309e-5db4-4e4e-bdcf-9eddaa08c5ec,8,(6e4d9553-b921-4d15-8bfb-9603b9cd02e6,75));2022-04-06;93;15;1
(b5505385-fb2a-4d62-a233-071809b10046,30);38.417648035086444;66.06265590109072;Ducimus quo maxime error.;(16e4ba57-dd0a-45ef-a9a0-2dd79a5489e9,91,(b41c0dd6-0569-45df-a49a-07d5493563ec,58));2022-04-06;27;13;5
(2a3eae88-e86a-4086-bf16-8cbf315ec492,72);-36.217261030080444;-152.98856593833486;Maiores quaerat iure in non excepturi.;(d008b52b-7478-46dd-bc05-cdefd6fb8428,49,(e158c292-7bcf-4df4-9935-46ff9dc97022,18));2022-04-06;53;20;0
(8ef7389b-289d-4217-8fb1-c1f2299360c6,59);-66.94428441516953;56.242832878860156;Delectus sint fugiat ullam natus autem eligendi.;(a78f392a-bc18-439b-a7dc-8410f5aa5fca,40,(085be965-8f4d-4fd2-8180-341f486204eb,84));2022-04-06;31;22;10
(19d960fc-e36e-43a5-b0e9-6fa1f9f7fd49,88);83.66419613324143;94.647787835607;Alias laudantium rem quia sunt vitae neque.;(793560aa-fda9-4583-b120-cce1e13c37e8,38,(eaf1dcd3-abb0-4aa4-bd17-124226dac1db,33));2022-04-06;86;26;4
(8d70ac86-30f1-4a98-8824-5227735b7d45,19);-48.02883962393076;82.5954806868155;Maiores ipsam dicta iusto ea.;(e47afee6-38e5-48ef-97d1-1cd7108a86d4,35,(52b9bb0b-3db2-4309-b3e0-e574f035c688,60));2022-04-06;30;16;19
(712ffdb8-299d-4ac4-9005-72e9d06768e7,89);40.1552332513576;135.36085411387705;Autem quis veritatis enim et nihil.;(ab1119ef-0d5a-420c-a083-ee756ba62654,31,(a950d2d0-3caf-499c-8cea-2c4f9e5b61fc,68));2022-04-06;54;24;1
(1bce2a83-b102-4426-9ea8-e57dc4f3cdff,50);57.93519410589363;128.12996286085905;Voluptatem cumque placeat quae molestiae repellat.;(def9f98d-2436-4812-9dcd-3e0568baf112,71,(e1c85bd7-e3a2-47e9-bae4-b9b5830164b7,32));2022-04-06;28;15;2
(b237d316-952c-43f9-8b05-1a2d6a12bac9,58);68.11090077371833;35.37946078733381;Quo maxime aut vero voluptatum et accusamus ipsa.;(866e785c-0a61-4240-bd38-e6fac28ebe57,33,(40ac926a-2cba-4d32-9980-e22302c169a3,87));2022-04-06;53;22;13
(4e5322d3-1692-42a2-a06f-d68490373a3b,18);-12.9274462272827;103.41145214226162;Quae maxime corrupti saepe illum modi cum sint.;(d21ef7e7-0361-4c34-b41d-7a79e35bbd02,94,(d2cf05e3-ed80-4e14-beae-2200d5acd868,47));2022-04-06;95;10;8
(83c5dc3c-645d-473e-81a8-3267ad881b4e,91);-37.583061261113414;-29.38857573405167;Alias consequuntur minus temporibus quisquam maiores dolore odio.;(07798115-adc2-4996-b9c4-e4867bdc155c,31,(f0627a78-f075-4f1c-9437-37271ecb3d60,56));2022-04-06;46;17;13
(bb066aaf-02d3-44a7-b9a6-1e1f518b4c38,95);45.38823205970431;-49.51763230955629;Aut expedita adipisci cupiditate distinctio.;(b6c1042e-7491-4bfe-8d9d-d58ff7f5040c,95,(f8590e3e-004e-4807-abfa-6cdd4791536f,17));2022-04-06;61;24;11
(a4f2548a-94a5-4333-94ae-7ad8b673b1ed,72);66.07490674840415;-70.338778568295;Sit quia voluptatem eveniet.;(8f224752-262e-4f90-94b9-23c3a9e0c5e9,67,(12a93373-3c22-46e8-80bb-d3ad6a46316a,25));2022-04-06;46;22;9
(8619f541-523b-456d-a75e-9c35c55c44c8,51);-7.632950304438282;14.78350360622892;Hic cumque ipsa aut.;(985d8bf1-74ae-44ba-b99a-d6da430181c2,65,(06ec63eb-8826-434e-a7f0-65b6613ef102,27));2022-04-06;36;25;17
(e2222a25-338d-40b5-808a-ac156bdaa432,39);-17.089705485457273;138.07814208130725;Non et ut dolore hic nihil in sed.;(cddd8b6f-031f-45f5-93e3-84823528f521,9,(4e1fa299-8674-4410-b34a-3c6bc17730ea,26));2022-04-06;68;27;10
(9369cb46-2d36-446a-a882-5072ba26e055,39);-62.8964849315318;7.389639441258339;Ullam distinctio tenetur atque reiciendis.;(f2084804-43d4-4c50-a0b3-bcc67e458596,19,(4706f522-9a27-451f-a285-da7457108566,95));2022-04-06;55;26;0
(5d68929e-b4a5-48a3-be3e-061f30785ff8,80);42.55952599346435;-56.701618284500555;Ipsam ab quia architecto quo omnis.;(84d74e81-edee-4eef-b45e-595985d8e34b,32,(96052525-054f-4396-8d99-441a24f66ec7,58));2022-04-06;16;26;5
(40b5c7bc-50aa-46fc-987b-ae97edc66d64,86);-42.763799051903874;128.9528775426529;Quod optio culpa et.;(46569f2a-59da-4840-b605-e8a901d7fbf5,83,(714d6cf3-f566-4350-bb8f-f0fb2b4ae909,11));2022-04-06;45;27;15
(6afe3205-aaa8-4724-9390-09a67347d8b6,68);-17.805189647015368;-89.86247219673473;Dignissimos adipisci quas nisi quia dolor.;(05f47522-b2be-467f-a69f-e64e6c78ce11,34,(763c0a50-f0a9-43b3-9dcc-634d53a7a657,57));2022-04-06;35;27;20
(7168877b-6181-4025-839a-dcf75aacd923,79);-30.594287976435467;-46.72979809463192;Dolorem nam quo.;(3a34f2cf-16ed-4cbf-aa0f-5a7a45b5e707,68,(a069b69f-8929-4522-aa1c-3029d91d651a,30));2022-04-06;51;16;4
(68abafa0-9500-4ca9-9ab5-1382ae7fe08a,58);62.44318002690426;-7.111738414152057;Amet iusto consequatur.;(5fb13a12-3eae-44e7-a224-6e27e0301b67,97,(7f666f8d-1bb1-4bce-8223-b891a2353dbf,72));2022-04-06;41;15;5
(b66175f8-fad2-4791-9a50-02080eab4783,36);-65.9053557261148;-43.908293758204536;Molestiae ea laborum in non ducimus ex.;(5f461a3b-246c-4aef-add8-bfd8e3c87676,53,(b42be82e-4243-4a84-aac0-80135b7feb5e,47));2022-04-06;43;30;11
(c65e6927-1ea5-412f-948b-3d7bcac0c8fe,18);71.83795609388346;60.677269977670164;Perspiciatis inventore nihil odio expedita iste enim.;(f36b1e1a-dfac-4b17-86d6-56007fd0d597,70,(649e3f46-721b-462b-b8c9-839ce5eb6335,53));2022-04-06;23;26;11
(b1e1c1e8-4864-4e3f-a294-7f28adca52ff,20);-2.8594979436191608;-11.499232155162844;Et nihil iure error saepe ut voluptates.;(31a71f48-7b9e-4af0-978c-0e2d5e502b6b,32,(05aa41ba-197a-41b8-b4b7-d4855314ca3f,82));2022-04-06;42;21;17
(43f408b2-6e37-4055-a4d2-3d0858ada7b9,68);19.99020803814396;68.32145059194522;Odio quas et similique neque.;(32a65bd8-9ace-4a17-a3af-b9dc4be26753,6,(085dd750-28ab-4ce1-bfb4-eca2978ce5a2,15));2022-04-06;56;25;3
(96063d90-1280-4bc7-afd2-69289fc554f6,61);-14.12332798323277;57.81859573503655;Nemo enim doloribus consequatur.;(e58c14cc-3cae-4195-a94c-dfcd1daee7ce,42,(47eb8206-fdbd-42fb-9453-bc553d9c12dc,24));2022-04-06;39;14;11
(ffe4f4fd-aad7-41f9-9d23-9cac6bb757a8,83);-62.42581094969084;3.757160501768624;Tenetur reprehenderit dolor qui praesentium deleniti est nisi.;(4331af85-f087-49e7-992f-a67d8bdc8da6,33,(6d983aba-f9ee-4de9-a8c3-bcc6b86cd98e,12));2022-04-06;81;25;0
(6ad7885a-958a-4a83-b271-1d4c7f4781aa,72);-49.912645038394686;-52.89030080176599;Praesentium corporis asperiores.;(b1a85ec9-22c2-4780-9dde-71889ee98683,57,(6c63e0a8-da8c-4d6b-b85b-4219730e1fa9,31));2022-04-06;63;29;6
(dc2973a1-84cb-4415-b428-b4482c25048c,86);-36.337036940644225;-178.2928429758313;Non qui sed natus commodi quos.;(3b911b83-69af-481a-9c7b-b4a82a918545,27,(b292f18a-29eb-4b48-821b-6f660eb8e62b,84));2022-04-06;97;23;12
(a55bf699-c9cb-4607-91fe-d35a567903b4,92);-71.46703019561794;169.12357631114946;Harum est blanditiis perspiciatis odio nam et.;(8742c684-1461-409f-afd1-e08849238392,53,(fd1ec9ca-bb04-4f85-bed2-c52b84f2ff4c,72));2022-04-06;77;29;5
(ebf4a8df-4eb0-4006-9e06-01180851c618,76);-1.9911966779270642;66.34862427663904;Minus voluptas laboriosam est aut omnis non.;(9e182f75-78e4-46eb-90d0-01ae625a7c57,97,(e5f3e90d-959d-4a32-af85-d54210777468,35));2022-04-06;51;20;15
(3df5c8dc-4239-40d5-b514-33041c07bfa6,42);-16.876267201534432;-102.24850988036484;Dolorem voluptatibus veniam in sapiente aspernatur non.;(2ba45b57-b1f8-406a-b683-9d224b0a8a37,18,(e28edf24-eed3-45c7-b896-ad849bd45412,36));2022-04-06;37;24;20
(47db4b51-b6af-41a3-98b9-7d808bda3781,86);-38.3170152967119;173.1442314135992;Quasi quibusdam distinctio ullam id eius.;(796fdf8e-8a67-4419-9351-2006335ae655,84,(398446cf-8453-4bea-8d56-a2de733ffe0e,24));2022-04-06;88;21;6
(ad4c43ab-8f43-4680-9650-fcf22ba2ce2c,12);22.45058082217409;150.1675245540011;Saepe vel accusamus qui harum accusantium.;(48b4face-1f0f-47f0-a528-90de5ee8f059,90,(4647c61f-f45b-438a-8507-81b71a5b6b90,4));2022-04-06;88;27;5
(9e35c900-a554-41cb-b66b-ef1b08089be4,79);4.759947123796749;-23.06639506222328;Voluptatem ullam reprehenderit et illo culpa.;(4ff852f8-a163-47e6-97a8-679cce1d8b7e,52,(580e0f3a-64d3-4aff-a64a-b5583961a9ef,92));2022-04-06;85;24;20
(06e6968b-c1f5-42c5-8c7b-74a46a5c96b3,46);19.821094977110732;89.41208673011721;Sunt aut corporis eos minus facere.;(390070f0-28dc-4f54-89e8-96ef616236dd,19,(703c94c3-2896-4979-b979-4a1d3d166902,60));2022-04-06;73;23;13
(6157d467-5b6d-4af3-8931-9d9af3fc1cb1,89);20.528708688784647;-27.343595786609228;Qui aspernatur nemo vitae totam in pariatur ipsam.;(e0515329-c27c-4a60-bfb2-eb53c978941e,30,(420a0b66-7a47-4049-a0ee-6017566d8a76,51));2022-04-06;63;25;13
(47c83b30-6668-492f-9f56-e491d3855dbc,96);1.8796810574811644;89.84928703724228;Explicabo qui maiores aspernatur est illum libero at.;(2288381f-5175-47e7-abf9-63191834d80d,50,(8b98be31-68ee-487c-98ad-cca2254c7be3,36));2022-04-06;44;27;15
(e9fd53a1-6346-4290-9890-83409c51c0a4,19);70.92555548623596;-177.2568582741243;Sint nihil corrupti et impedit.;(d61abe5b-5c97-4389-a573-44e1b205b679,76,(a47915fc-b2d9-4874-a7be-68854e8b45c8,97));2022-04-06;97;26;0
(d690b492-1c9d-484c-9b8f-e16025d63bb3,81);31.820238268772584;-85.36012057983238;In corrupti accusantium doloremque.;(fcbb1412-a493-42e3-8878-3ad3a05e7a03,11,(577d8c13-4450-4c8a-b135-fb36e1994d75,50));2022-04-06;41;11;1
(44b75b5f-db35-48d2-9984-585b953efa09,8);-49.66734251893334;167.95668402230245;Nulla quibusdam cupiditate et tenetur incidunt voluptas debitis.;(3843fe4d-41a3-47d9-b75c-906e698c7cfc,9,(9c0a4450-a7e4-411c-be3c-056a547cf460,14));2022-04-06;70;15;3
(32fcfcea-eaa5-4133-96f5-81cbe5315e35,85);-87.64459594300222;178.26253792220456;Molestiae quos ea praesentium rerum.;(7deb81c8-a06b-4004-b6cc-9fae81ee29dd,71,(bf133591-732d-4e71-b6ea-22f29dacbcdf,18));2022-04-06;25;20;17
